,cost,target,path,target_index,vis3-angle,max-lo-fvis,max-la-fvis,max-lb-fvis,max-lm-fvis,max-lo-fcombo,max-la-fcombo,max-lb-fcombo,max-lm-fcombo
0,51907.0,"(1035, 307)","[(104, 477), (170, 499), (235, 519), (297, 538), (356, 554), (414, 569), (468, 581), (520, 592), (570, 601), (617, 608), (662, 613), (704, 616), (744, 617), (781, 616), (815, 613), (848, 609), (878, 602), (905, 593), (930, 583), (952, 570), (972, 556), (989, 540), (1004, 522), (1017, 501), (1027, 479), (1034, 455), (1039, 429), (1042, 402), (1042, 372), (1039, 340), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.749503918293744, 32.36270641929191, 33.87967753826855, 68.93346257671047, 71.56433157785239, 74.09262057435178, 76.58853442293372, 78.99190841777441, 81.29574559624771, 83.64019434198494, 85.92090593228878, 88.19182407365804, 90.5197644740945, 93.00938644321866, 95.45208896523027, 97.95873728949286, 100.59027144467717, 103.26855590311288, 106.16772583081618, 109.22134224206249, 112.41879336926792]",0.0080645161290322580645,0.00030296027714287227705,0.00026270786460354949611,0.00014319934171288199908,0.0080645161290322580645,-0.000038299557643735441059,-0.000038696808193942214927,-0.000019202745501519047723
1,46071.0,"(1035, 307)","[(104, 477), (171, 484), (237, 490), (300, 495), (360, 500), (418, 503), (473, 506), (526, 508), (576, 509), (623, 509), (668, 508), (711, 506), (751, 504), (788, 500), (823, 496), (855, 491), (885, 484), (912, 477), (937, 470), (959, 461), (979, 451), (996, 441), (1010, 429), (1022, 417), (1032, 404), (1038, 390), (1043, 375), (1044, 359), (1044, 342), (1040, 325), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 32.08222509837563, 34.29931271981704, 70.95698422068799, 74.58452452432405, 77.72990613964738, 80.66973471599542, 83.30895733065003, 85.72660854798578, 88.11358979587223, 90.23993792990217, 92.18467632274073, 94.1134083592876, 95.99283509036675, 97.69668519197626, 99.43448304466224, 101.06821414172532, 102.70344980265247, 104.27677748403195, 105.91038009246807, 107.50835464274013, 109.18527583727712, 110.7533908759491, 112.41879336926792]",0.0080645161290322580645,0.00024848119793664117724,0.00022586697979819187844,0.00012007924238940080755,0.0080645161290322580645,-0.000038004647091315493805,-0.000038939192345623906618,-0.000019187362079995990733
2,39331.0,"(1035, 307)","[(104, 477), (164, 476), (222, 476), (279, 475), (333, 473), (385, 472), (435, 469), (484, 467), (530, 464), (574, 461), (616, 457), (656, 453), (695, 449), (731, 444), (765, 439), (797, 434), (827, 428), (855, 421), (881, 415), (905, 408), (927, 401), (947, 393), (964, 385), (980, 376), (994, 367), (1006, 358), (1016, 349), (1023, 339), (1029, 328), (1033, 318), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 32.347403059743144, 34.779433982358704, 36.977535817057145, 76.20749743142406, 79.7330301335314, 82.91352566787481, 85.76218682082886, 88.32114101889434, 90.73530497819453, 93.03038602897986, 95.0153528359854, 96.9270007199201, 98.67692563339949, 100.38505620083575, 101.92011932318746, 103.4804740757069, 104.93160601671894, 106.28373074840539, 107.5458434376473, 108.79328799669642, 110.10144637563815, 111.24039258267919, 112.41879336926792]",0.0080645161290322580645,0.00025205339825687172110,0.00022149882600254649644,0.00011964427511973152882,0.0080645161290322580645,-0.000036653158417188586244,-0.000038358502391488649730,-0.000018699761485077366306
3,42671.0,"(1035, 307)","[(104, 477), (110, 447), (118, 419), (128, 392), (139, 367), (152, 344), (167, 323), (184, 303), (202, 285), (222, 268), (244, 254), (267, 240), (292, 229), (319, 219), (348, 211), (378, 205), (410, 200), (443, 196), (478, 195), (515, 195), (554, 197), (595, 200), (637, 206), (680, 212), (726, 221), (773, 231), (822, 243), (873, 256), (925, 271), (979, 288), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49.68221592975203, 51.355638335660196, 52.809922437479344, 53.973465451924575, 108.30289938758241, 109.61997007251264, 110.83016912846406, 111.60013330990574, 112.18539304801968, 112.52392764116075, 112.77476627554103, 112.80312337377799, 112.67602250319104, 112.41879336926792]",0.33064516129032258065,0.017651460780363194950,0.012735008170657810455,0.0075670527231781397245,0.33064516129032258065,-0.0016248027081889695405,-0.0013778849515543991964,-0.00074391824914373097906
4,33255.0,"(1035, 307)","[(104, 477), (126, 456), (148, 436), (172, 417), (196, 399), (220, 382), (245, 367), (271, 352), (298, 338), (325, 326), (352, 315), (381, 304), (409, 295), (439, 286), (469, 279), (500, 273), (531, 268), (563, 264), (596, 261), (629, 259), (663, 258), (697, 258), (732, 259), (768, 261), (804, 265), (841, 269), (878, 274), (916, 281), (955, 288), (995, 297), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42.800948621354024, 44.91409131824922, 46.7681837553165, 48.425975105415446, 98.16234620109182, 100.70117004455261, 102.93540914354912, 104.83658647282576, 106.49132142155045, 107.92142406540947, 108.97679470495325, 109.98692947699871, 110.79798481287017, 111.35270618596036, 111.89789769578121, 112.22150460811989, 112.41879336926792]",0.0080645161290322580645,0.00034735847143021878111,0.00027059425715015651178,0.00015502817768251826842,0.0080645161290322580645,-0.000035915491504910020717,-0.000033524782314270994064,-0.000017302289852967288240
5,47517.0,"(1035, 307)","[(104, 477), (146, 510), (188, 541), (229, 569), (269, 594), (309, 617), (347, 636), (385, 654), (422, 668), (459, 680), (494, 689), (529, 696), (563, 699), (596, 700), (628, 699), (659, 695), (690, 687), (720, 678), (749, 665), (777, 650), (804, 633), (831, 612), (857, 589), (882, 563), (906, 534), (929, 503), (952, 469), (974, 433), (995, 393), (1015, 351), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31.948345744124822, 33.63443616727913, 69.03377289001048, 72.72096451451111, 76.46142030728129, 80.35946909650278, 84.43090726911768, 88.59545311959553, 93.00738634619086, 97.52554663838191, 102.35589091941094, 107.30935830998806, 112.41879336926792]",0.0080645161290322580645,0.00048627493397531730928,0.00041827753017538712504,0.00023130976724257738459,0.0080645161290322580645,-0.000045280238236641444511,-0.000041562258714390969950,-0.000021612752443419261140
6,33845.0,"(1035, 307)","[(104, 477), (130, 452), (157, 429), (185, 407), (212, 387), (240, 368), (269, 350), (297, 333), (326, 318), (355, 304), (385, 291), (414, 279), (444, 269), (475, 260), (505, 253), (536, 247), (567, 241), (599, 238), (631, 235), (663, 234), (695, 234), (728, 236), (761, 238), (794, 242), (827, 248), (861, 254), (895, 262), (930, 271), (964, 282), (999, 293), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42.33880945849735, 44.85372720565812, 46.93821558801834, 48.807393840327116, 50.520999837911084, 102.12273262749369, 104.60829073690695, 106.58137049211936, 108.24564406496734, 109.53855862009758, 110.72767078981221, 111.56047633611769, 112.07566430069264, 112.58870951902125, 112.82798256325503, 112.96942191738232, 112.84975909919655, 112.76932183504172, 112.41879336926792]",0.0080645161290322580645,0.00031625896031654858269,0.00023881119286493816150,0.00013840113697047382085,0.0080645161290322580645,-0.000034396977181307957767,-0.000033306852009565663116,-0.000016886137414607924572
7,37337.0,"(1035, 307)","[(104, 477), (111, 458), (121, 441), (132, 425), (144, 409), (159, 395), (174, 381), (192, 368), (211, 356), (231, 345), (254, 335), (277, 325), (303, 316), (330, 309), (359, 302), (389, 296), (421, 290), (454, 286), (489, 282), (526, 280), (564, 278), (604, 277), (645, 277), (688, 277), (733, 279), (779, 282), (827, 285), (877, 289), (928, 294), (980, 300), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41.33951078615969, 43.57713665292886, 45.521393034223976, 47.30958417013564, 96.18818242085973, 98.97851910049303, 101.60040327750858, 103.78503231213836, 105.66066803606421, 107.43158080275336, 108.98397781441557, 110.30395943988293, 111.42038892543204, 112.41879336926792]",0.13709677419354838710,0.0077103570780332795034,0.0057023061370423431508,0.0033583056144889997854,0.13709677419354838710,-0.00070540708580316103481,-0.00060517163513179292240,-0.00032495606981159100176
8,50603.0,"(1035, 307)","[(104, 477), (161, 506), (216, 534), (270, 559), (322, 581), (372, 601), (420, 619), (467, 634), (512, 646), (554, 656), (595, 664), (635, 670), (672, 673), (708, 673), (741, 671), (773, 667), (803, 660), (832, 650), (858, 639), (883, 624), (906, 608), (927, 589), (946, 567), (963, 543), (979, 517), (993, 488), (1005, 456), (1015, 423), (1023, 386), (1030, 348), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31.386750364169508, 32.75864441439015, 34.13123734153264, 69.46397526346243, 72.10725717249053, 74.96513600336937, 77.73176405851984, 80.59907759219311, 83.58738294688757, 86.62736090813621, 89.78527775420235, 93.11873708447249, 96.65087021078396, 100.21369405380125, 104.1162907690894, 108.12491278799635, 112.41879336926792]",0.0080645161290322580645,0.00038801529170032805970,0.00032659133071528187179,0.00018131877556807227545,0.0080645161290322580645,-0.000040538476083342957703,-0.000038547135100025551838,-0.000019710574652288557619
9,37797.0,"(1035, 307)","[(104, 477), (145, 496), (186, 514), (226, 530), (266, 544), (305, 557), (343, 568), (380, 577), (416, 584), (452, 590), (487, 594), (522, 596), (555, 596), (588, 595), (620, 592), (652, 587), (682, 580), (712, 572), (742, 562), (770, 550), (798, 537), (825, 522), (851, 505), (876, 486), (901, 466), (925, 443), (949, 420), (971, 394), (993, 366), (1014, 337), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.872061046256356, 31.551710408516474, 33.16946630255916, 34.771253496925056, 71.17996124678304, 74.38608456452299, 77.58566995617397, 80.81613412565005, 84.08999960900394, 87.41889369906656, 90.7651485828666, 94.28015590880656, 97.71584420174085, 101.29003401981748, 104.9956787888267, 108.6932810604115, 112.41879336926792]",0.0080645161290322580645,0.00040770730547393260068,0.00032730430920372313431,0.00018573548911816564773,0.0080645161290322580645,-0.000040963985949212988840,-0.000038356599959295007821,-0.000019760182745048701220
