,cost,target,path,vis1-flat,vis2-dist,vis3-angle,vis4-angle-dist,no-vis,l_agnostic-vis1-flat,l_a-vis1-flat,l_b-vis1-flat,l_multi-vis1-flat,l_agnostic-vis2-dist,l_a-vis2-dist,l_b-vis2-dist,l_multi-vis2-dist,l_agnostic-vis3-angle,l_a-vis3-angle,l_b-vis3-angle,l_multi-vis3-angle,l_agnostic-vis4-angle-dist,l_a-vis4-angle-dist,l_b-vis4-angle-dist,l_multi-vis4-angle-dist,l_agnostic-no-vis,l_a-no-vis,l_b-no-vis,l_multi-no-vis
0,24148.0,"(700, 500)","[(200, 500), (259, 525), (315, 547), (367, 565), (415, 579), (460, 590), (500, 597), (537, 601), (571, 601), (600, 597), (626, 590), (648, 579), (667, 565), (681, 547), (692, 525), (700, 500)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.2017219999999999,0.2017219999999999,0.2017219999999999,0.2017219999999999,0.2017219999999999,0.2017219999999999,0.2017219999999999,0.2017219999999999,0.2017219999999999,0.2017219999999999,0.2017219999999999,0.2017219999999999,0.2017219999999999,0.2017219999999999,0.2017219999999999,0.2017219999999999,0.34868886666666665,0.34868886666666665,0.34868886666666665,0.34868886666666665
1,43172.0,"(700, 500)","[(200, 500), (297, 522), (386, 542), (465, 558), (535, 571), (596, 580), (648, 587), (691, 590), (724, 590), (748, 587), (763, 580), (769, 571), (765, 558), (753, 542), (731, 522), (700, 500)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0862765,0.0862765,0.0862765,0.0862765,0.0862765,0.0862765,0.0862765,0.0862765,0.0862765,0.0862765,0.0862765,0.0862765,0.0862765,0.0862765,0.0862765,0.0862765,0.18600839999999993,0.18600839999999993,0.18600839999999993,0.18600839999999993
2,58876.0,"(700, 500)","[(200, 500), (293, 438), (378, 385), (454, 341), (521, 306), (580, 280), (631, 262), (673, 254), (706, 254), (731, 262), (747, 280), (755, 306), (754, 341), (744, 385), (726, 438), (700, 500)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.14693699999999998,0.14693699999999998,0.14693699999999998,0.14693699999999998,0.14693699999999998,0.14693699999999998,0.14693699999999998,0.14693699999999998,0.14693699999999998,0.14693699999999998,0.14693699999999998,0.14693699999999998,0.14693699999999998,0.14693699999999998,0.14693699999999998,0.14693699999999998,0.24299319999999996,0.24299319999999996,0.24299319999999996,0.24299319999999996
3,53598.0,"(700, 500)","[(200, 500), (299, 454), (389, 415), (470, 382), (541, 356), (603, 337), (655, 324), (698, 317), (731, 317), (755, 324), (770, 337), (775, 356), (770, 382), (756, 415), (732, 454), (700, 500)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.10594150000000002,0.10594150000000002,0.10594150000000002,0.10594150000000002,0.10594150000000002,0.10594150000000002,0.10594150000000002,0.10594150000000002,0.10594150000000002,0.10594150000000002,0.10594150000000002,0.10594150000000002,0.10594150000000002,0.10594150000000002,0.10594150000000002,0.10594150000000002,0.19855913333333336,0.19855913333333336,0.19855913333333336,0.19855913333333336
4,17414.0,"(700, 500)","[(200, 500), (244, 500), (288, 501), (329, 501), (369, 502), (408, 502), (444, 502), (479, 502), (512, 502), (544, 502), (574, 502), (603, 502), (629, 501), (654, 501), (678, 500), (700, 500)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.24713249999999995,0.24713249999999995,0.24713249999999995,0.24713249999999995,0.24713249999999995,0.24713249999999995,0.24713249999999995,0.24713249999999995,0.24713249999999995,0.24713249999999995,0.24713249999999995,0.24713249999999995,0.24713249999999995,0.24713249999999995,0.24713249999999995,0.24713249999999995,0.41197019999999984,0.41197019999999984,0.41197019999999984,0.41197019999999984
5,83070.0,"(700, 500)","[(200, 500), (334, 538), (453, 572), (559, 599), (650, 622), (726, 638), (788, 649), (836, 655), (869, 655), (888, 649), (893, 638), (883, 622), (859, 599), (820, 572), (767, 538), (700, 500)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.034446499999999936,0.034446499999999936,0.034446499999999936,0.034446499999999936,0.034446499999999936,0.034446499999999936,0.034446499999999936,0.034446499999999936,0.034446499999999936,0.034446499999999936,0.034446499999999936,0.034446499999999936,0.034446499999999936,0.034446499999999936,0.034446499999999936,0.034446499999999936,0.07801639999999987,0.07801639999999987,0.07801639999999987,0.07801639999999987
6,32240.0,"(700, 500)","[(200, 500), (181, 504), (170, 509), (166, 512), (170, 515), (181, 517), (200, 519), (226, 519), (259, 519), (300, 519), (348, 517), (403, 515), (466, 512), (537, 509), (614, 504), (700, 500)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.5607774999999998,0.5607774999999998,0.5607774999999998,0.5607774999999998,0.5607774999999998,0.5607774999999998,0.5607774999999998,0.5607774999999998,0.5607774999999998,0.5607774999999998,0.5607774999999998,0.5607774999999998,0.5607774999999998,0.5607774999999998,0.5607774999999998,0.5607774999999998,0.7803335333333333,0.7803335333333333,0.7803335333333333,0.7803335333333333
7,40310.0,"(700, 500)","[(200, 500), (201, 555), (207, 603), (217, 643), (232, 675), (252, 699), (276, 715), (304, 723), (338, 723), (376, 715), (418, 699), (465, 675), (517, 643), (573, 603), (634, 555), (700, 500)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.4967634999999999,0.4967634999999999,0.4967634999999999,0.4967634999999999,0.4967634999999999,0.4967634999999999,0.4967634999999999,0.4967634999999999,0.4967634999999999,0.4967634999999999,0.4967634999999999,0.4967634999999999,0.4967634999999999,0.4967634999999999,0.4967634999999999,0.4967634999999999,0.6925427999999999,0.6925427999999999,0.6925427999999999,0.6925427999999999
8,29642.0,"(700, 500)","[(200, 500), (202, 536), (209, 567), (220, 593), (235, 613), (256, 629), (280, 639), (309, 644), (342, 644), (380, 639), (422, 629), (469, 613), (520, 593), (575, 567), (635, 536), (700, 500)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.46363100000000007,0.46363100000000007,0.46363100000000007,0.46363100000000007,0.46363100000000007,0.46363100000000007,0.46363100000000007,0.46363100000000007,0.46363100000000007,0.46363100000000007,0.46363100000000007,0.46363100000000007,0.46363100000000007,0.46363100000000007,0.46363100000000007,0.46363100000000007,0.6639024,0.6639024,0.6639024,0.6639024
9,37774.0,"(700, 500)","[(200, 500), (200, 449), (205, 405), (214, 369), (229, 340), (248, 319), (272, 304), (300, 297), (334, 297), (372, 304), (415, 319), (462, 340), (514, 369), (571, 405), (633, 449), (700, 500)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.494275,0.494275,0.494275,0.494275,0.494275,0.494275,0.494275,0.494275,0.494275,0.494275,0.494275,0.494275,0.494275,0.494275,0.494275,0.494275,0.6925350666666668,0.6925350666666668,0.6925350666666668,0.6925350666666668
10,78036.0,"(700, 500)","[(200, 500), (325, 548), (436, 590), (535, 625), (621, 653), (694, 674), (753, 688), (800, 695), (833, 695), (853, 688), (860, 674), (854, 653), (835, 625), (803, 590), (758, 548), (700, 500)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.06078949999999994,0.06078949999999994,0.06078949999999994,0.06078949999999994,0.06078949999999994,0.06078949999999994,0.06078949999999994,0.06078949999999994,0.06078949999999994,0.06078949999999994,0.06078949999999994,0.06078949999999994,0.06078949999999994,0.06078949999999994,0.06078949999999994,0.06078949999999994,0.11590319999999982,0.11590319999999982,0.11590319999999982,0.11590319999999982
11,27362.0,"(700, 500)","[(200, 500), (269, 523), (334, 543), (394, 560), (448, 573), (497, 583), (541, 590), (579, 593), (613, 593), (641, 590), (664, 583), (681, 573), (694, 560), (701, 543), (703, 523), (700, 500)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.16485749999999996,0.16485749999999996,0.16485749999999996,0.16485749999999996,0.16485749999999996,0.16485749999999996,0.16485749999999996,0.16485749999999996,0.16485749999999996,0.16485749999999996,0.16485749999999996,0.16485749999999996,0.16485749999999996,0.16485749999999996,0.16485749999999996,0.16485749999999996,0.3000094666666667,0.3000094666666667,0.3000094666666667,0.3000094666666667
12,50140.0,"(700, 500)","[(200, 500), (291, 550), (374, 593), (448, 629), (515, 658), (573, 680), (623, 694), (664, 701), (698, 701), (723, 694), (740, 680), (748, 658), (748, 629), (740, 593), (724, 550), (700, 500)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.13309649999999995,0.13309649999999995,0.13309649999999995,0.13309649999999995,0.13309649999999995,0.13309649999999995,0.13309649999999995,0.13309649999999995,0.13309649999999995,0.13309649999999995,0.13309649999999995,0.13309649999999995,0.13309649999999995,0.13309649999999995,0.13309649999999995,0.13309649999999995,0.23559806666666672,0.23559806666666672,0.23559806666666672,0.23559806666666672
13,32490.0,"(700, 500)","[(200, 500), (182, 514), (172, 526), (170, 536), (174, 544), (186, 551), (205, 555), (231, 557), (264, 557), (305, 555), (352, 551), (407, 544), (470, 536), (539, 526), (616, 514), (700, 500)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.5559640000000001,0.5559640000000001,0.5559640000000001,0.5559640000000001,0.5559640000000001,0.5559640000000001,0.5559640000000001,0.5559640000000001,0.5559640000000001,0.5559640000000001,0.5559640000000001,0.5559640000000001,0.5559640000000001,0.5559640000000001,0.5559640000000001,0.5559640000000001,0.7741153333333334,0.7741153333333334,0.7741153333333334,0.7741153333333334
14,47236.0,"(700, 500)","[(200, 500), (283, 446), (360, 401), (429, 363), (491, 332), (546, 310), (593, 295), (634, 287), (667, 287), (693, 295), (712, 310), (724, 332), (729, 363), (726, 401), (716, 446), (700, 500)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.15828099999999998,0.15828099999999998,0.15828099999999998,0.15828099999999998,0.15828099999999998,0.15828099999999998,0.15828099999999998,0.15828099999999998,0.15828099999999998,0.15828099999999998,0.15828099999999998,0.15828099999999998,0.15828099999999998,0.15828099999999998,0.15828099999999998,0.15828099999999998,0.2698371999999999,0.2698371999999999,0.2698371999999999,0.2698371999999999
