,cost,target,path,target_index,vis3-angle,max-lo-fvis,max-la-fvis,max-lb-fvis,max-lm-fvis,max-lo-fcombo,max-la-fcombo,max-lb-fcombo,max-lm-fcombo,max-lo-fog,max-la-fog,max-lb-fog,max-lm-fog
0,76581.0,"(1035, 307)","[(104, 477), (114, 449), (132, 423), (157, 400), (190, 379), (230, 361), (277, 345), (332, 331), (394, 320), (463, 311), (540, 304), (624, 300), (716, 298), (815, 298), (921, 301), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 39.659126546955044, 44.17073184771246, 94.10780878479531, 100.26717407028957, 105.29215081214937, 109.26472276842512, 112.41879336926792]",0.1406250000000000000,0.0082542827598268042871,0.0061712354784617243645,0.0036221355472361998448,0.1406250000000000000,0.0090080709283367045745,0.0035548747967251126028,0.0025960249673026920194,0.256250000000000000,0.256250000000000000,0.256250000000000000,0.256250000000000000
1,70625.0,"(1035, 307)","[(104, 477), (122, 470), (147, 463), (179, 455), (216, 446), (259, 437), (309, 427), (365, 416), (427, 405), (495, 393), (570, 380), (650, 367), (737, 353), (830, 338), (929, 323), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 35.10118625583083, 39.858564059021774, 86.56195786530247, 94.27550718620799, 101.14629160873594, 107.11777734620443, 112.41879336926792]",0.01562500000000000000,0.00095176237524054889319,0.00072294144771313640785,0.00042195511615255525831,0.01562500000000000000,0.0010851041284506326369,0.00043591071669131066655,0.00031729730774209337670,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
2,104963.0,"(1035, 307)","[(104, 477), (253, 481), (391, 483), (515, 483), (628, 481), (727, 476), (815, 469), (889, 460), (951, 449), (1001, 435), (1038, 420), (1062, 402), (1074, 381), (1073, 359), (1060, 334), (1035, 307)]",1,"[0, 0, 0, 30.38514160324745, 36.09927678552279, 79.03225056140792, 85.62401922836091, 90.74415675666648, 94.91420639834055, 98.48524029069529, 101.40253777699021, 103.9950170135381, 106.39730126531475, 108.4634357264539, 110.48275108945708, 112.41879336926792]",0.01562500000000000000,0.00045209360451574152721,0.00039218067057534906518,0.00021286666097468106983,0.01562500000000000000,0.00012563252268671766615,0.000090673796413770817370,0.000052842205547415166547,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
3,95289.0,"(1035, 307)","[(104, 477), (237, 498), (361, 515), (475, 528), (578, 535), (671, 538), (753, 536), (825, 530), (888, 518), (939, 502), (981, 481), (1012, 456), (1033, 426), (1044, 391), (1044, 351), (1035, 307)]",1,"[0, 0, 0, 0, 30.761114805761988, 34.82639831891735, 74.57344325398256, 80.02609531119307, 84.94856582141323, 89.20251415353655, 93.22253538950156, 96.94946337236715, 100.63981060197767, 104.39747214596198, 108.29544094193906, 112.41879336926792]",0.01562500000000000000,0.00052066200074519791796,0.00044475779476304027898,0.00024360259453567299133,0.01562500000000000000,0.00016982442707806801835,0.00011625683815690018798,0.000069318905144291966862,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
4,76533.0,"(1035, 307)","[(104, 477), (213, 439), (316, 406), (413, 376), (502, 350), (585, 328), (660, 309), (729, 294), (791, 283), (847, 275), (895, 271), (937, 271), (971, 274), (999, 281), (1020, 292), (1035, 307)]",1,"[0, 0, 0, 0, 38.66399290906874, 44.269990098149435, 95.28516189661778, 101.53377000055434, 106.08956424557798, 109.48677084434883, 111.76951905587262, 113.19948982797357, 113.94507824846016, 114.04084270712593, 113.51130523487967, 112.41879336926792]",0.01562500000000000000,0.00045170298407839484538,0.00038299311661335913312,0.00021004621145035650587,0.01562500000000000000,0.00013706426387386526379,0.000093763399455809093308,0.000055875317376676408076,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
5,97017.0,"(1035, 307)","[(104, 477), (127, 536), (156, 586), (190, 625), (230, 654), (275, 673), (326, 682), (383, 681), (445, 670), (513, 648), (586, 617), (664, 575), (749, 523), (838, 461), (934, 389), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32.65725211806169, 75.61099221772062, 87.8293546039204, 100.23913465110496, 112.41879336926792]",0.01562500000000000000,0.0012451594961379370375,0.0010417620070668452708,0.00058857385986056507999,0.01562500000000000000,0.0032183129809387758184,0.0013972424409100725260,0.0010390504155439960020,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
6,87629.0,"(1035, 307)","[(104, 477), (106, 501), (117, 521), (136, 535), (164, 545), (200, 549), (245, 548), (299, 542), (361, 530), (431, 514), (511, 492), (598, 465), (695, 433), (799, 396), (913, 354), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35.68028169322454, 81.61384606853028, 92.73361343025235, 103.07555386395259, 112.41879336926792]",0.01562500000000000000,0.0012039532586008566112,0.0010005089344733885273,0.00056622308725634190884,0.01562500000000000000,0.0029024060258115760595,0.0012726018919150813589,0.00093779297609924474639,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
7,80029.0,"(1035, 307)","[(104, 477), (225, 473), (338, 468), (442, 462), (538, 455), (626, 447), (705, 438), (775, 428), (837, 417), (891, 404), (936, 391), (973, 376), (1001, 360), (1020, 343), (1032, 326), (1035, 307)]",1,"[0, 0, 0, 0, 33.326598414069075, 38.019612668511066, 81.75800667862765, 87.64138173242307, 92.49574450938081, 96.68016342626959, 100.1174334397154, 103.2050151341771, 105.90017510955744, 108.28848002049756, 110.39967535811212, 112.41879336926792]",0.01562500000000000000,0.00049283096606415114387,0.00042018377251043466459,0.00023014936844258953210,0.01562500000000000000,0.00015632669680751655070,0.00010720819377112356002,0.000063854900025009014876,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
8,82145.0,"(1035, 307)","[(104, 477), (219, 432), (326, 392), (426, 357), (519, 326), (603, 301), (681, 280), (750, 264), (812, 252), (867, 246), (914, 244), (953, 247), (985, 255), (1009, 267), (1026, 284), (1035, 307)]",1,"[0, 0, 0, 0, 41.41442722877162, 92.40737730473845, 100.76042548088911, 106.67730312690841, 110.97852135059179, 113.78023486925812, 115.56739469150415, 116.40087605868237, 116.43290756113487, 115.81784506859327, 114.5169313236713, 112.41879336926792]",0.01562500000000000000,0.00040658189176682389684,0.00037075993802638919134,0.00019635979764687524752,0.01562500000000000000,0.00010806081637840402423,0.000089297433693438871875,0.000049047068720088038598,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
9,65747.0,"(1035, 307)","[(104, 477), (136, 453), (172, 432), (212, 412), (257, 394), (307, 378), (360, 363), (418, 350), (480, 339), (546, 329), (617, 321), (692, 315), (771, 310), (855, 307), (942, 306), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 38.31698175263723, 42.476973524155255, 90.48918847721457, 96.51116444650884, 101.65376497563082, 105.95863443818135, 109.46962155399106, 112.41879336926792]",0.01562500000000000000,0.00078285702304843504657,0.00060982748014057042109,0.00035048606404402584925,0.01562500000000000000,0.00057762386058255938921,0.00028095671848957619650,0.00019133272309507236240,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
