,cost,target,path,target_index,vis3-angle,max-lo-fvis,max-la-fvis,max-lb-fvis,max-lm-fvis,max-lo-fcombo,max-la-fcombo,max-lb-fcombo,max-lm-fcombo,max-lo-fog,max-la-fog,max-lb-fog,max-lm-fog
0,79485.0,"(1035, 567)","[(104, 477), (134, 535), (170, 586), (210, 629), (254, 665), (303, 693), (356, 714), (413, 728), (475, 734), (542, 732), (613, 723), (688, 707), (768, 683), (852, 652), (941, 613), (1035, 567)]",3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31.901203485085162, 70.61079951478746, 79.29821095176618, 88.03128509223856]",0.1406250000000000000,0.016979028822674956570,0.013288048781504352659,0.0078714952430844184282,0.1406250000000000000,0.30865225477195842215,0.031649057612839636491,0.036068142015622561052,0.256250000000000000,0.256250000000000000,0.256250000000000000,0.256250000000000000
1,58539.0,"(1035, 567)","[(104, 477), (162, 487), (221, 498), (281, 507), (341, 516), (401, 524), (462, 532), (524, 538), (586, 544), (648, 550), (712, 554), (775, 558), (839, 561), (904, 564), (969, 565), (1035, 567)]",3,"[0, 0, 0, 0, 0, 0, 0, 0, 30.677229392920637, 33.225185658028906, 69.68919177344196, 73.95366563959826, 77.92385595263434, 81.54187272540644, 84.97062670011638, 88.03128509223856]",0.01562500000000000000,0.0010034205407059875998,0.00077431712007025963027,0.00044962984525055849776,0.01562500000000000000,0.00074934021752639610324,0.00035789005999986922228,0.00024602294845293647801,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
2,66625.0,"(1035, 567)","[(104, 477), (136, 459), (173, 445), (213, 434), (258, 427), (308, 423), (361, 422), (419, 424), (481, 430), (548, 440), (618, 453), (693, 469), (772, 488), (855, 511), (943, 537), (1035, 567)]",3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 34.78696427464087, 37.30685357785923, 77.28369691703851, 80.86548515672723, 83.73122640559197, 86.14194720494771, 88.03128509223856]",0.01562500000000000000,0.0011366877844078016410,0.00083274986493478851349,0.00049588666117615419444,0.01562500000000000000,0.0012103522279980635837,0.00046477662945107210834,0.00034319716861914142033,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
3,58331.0,"(1035, 567)","[(104, 477), (165, 482), (227, 488), (289, 494), (351, 499), (413, 505), (475, 511), (537, 517), (599, 523), (661, 529), (724, 535), (786, 541), (848, 548), (910, 554), (972, 560), (1035, 567)]",3,"[0, 0, 0, 0, 0, 0, 0, 29.63570756787136, 32.42370982882284, 34.878254104041304, 72.53632339677998, 76.3825430650775, 79.71821601988941, 82.79606504112526, 85.56622481392728, 88.03128509223856]",0.01562500000000000000,0.00098577386499414850535,0.00069374979031302985117,0.00041808234300208308299,0.01562500000000000000,0.00072382811866615479847,0.00026695376556049512174,0.00019749144514082043326,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
4,76309.0,"(1035, 567)","[(104, 477), (204, 524), (298, 566), (387, 601), (471, 631), (550, 655), (623, 673), (690, 685), (752, 691), (809, 691), (860, 685), (906, 673), (946, 655), (981, 632), (1010, 602), (1035, 567)]",3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 33.046636285140636, 35.01090222184065, 72.24961924133126, 76.0648344239409, 79.87888591921143, 83.86820723011857, 88.03128509223856]",0.01562500000000000000,0.0011794853060554765840,0.00086747268615698676844,0.00051636849887425543743,0.01562500000000000000,0.0013002311395449972098,0.00049433549697201354986,0.00036656734671859987455,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
5,91923.0,"(1035, 567)","[(104, 477), (114, 426), (131, 384), (156, 350), (189, 324), (229, 306), (276, 296), (331, 294), (393, 300), (462, 314), (539, 336), (623, 366), (715, 404), (814, 450), (921, 504), (1035, 567)]",3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 39.34650021960387, 41.61018266832967, 84.59467789189097, 86.5255064833587, 87.5915623438182, 88.08372516658238, 88.03128509223856]",0.01562500000000000000,0.0010901614973122834261,0.00078502888636062050145,0.00047011618124678550880,0.01562500000000000000,0.0011105775186279797195,0.00041913927313502745364,0.00031033981930132371422,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
6,65277.0,"(1035, 567)","[(104, 477), (133, 494), (167, 509), (205, 523), (248, 536), (296, 547), (349, 556), (406, 563), (468, 569), (535, 574), (607, 577), (683, 578), (764, 577), (849, 575), (940, 572), (1035, 567)]",3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.00007219704923, 33.30851296993062, 71.33863710309224, 77.24443274386638, 82.81952512412707, 88.03128509223856]",0.01562500000000000000,0.0014497351259497280177,0.0010317908323849612135,0.00062697109487851008022,0.01562500000000000000,0.0031129610935192129616,0.00082370460635447797176,0.00067968720876773749064,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
7,79427.0,"(1035, 567)","[(104, 477), (106, 470), (118, 466), (137, 463), (165, 463), (202, 463), (247, 466), (301, 470), (363, 476), (433, 484), (512, 493), (600, 505), (696, 517), (800, 532), (913, 548), (1035, 567)]",3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.4624303473763, 72.25032188559206, 78.21362785412607, 83.51547136552372, 88.03128509223856]",0.01562500000000000000,0.0014389838577489227747,0.0011696484855296971808,0.00067299617497323821322,0.01562500000000000000,0.0030597631627076117988,0.0013486932786185378240,0.00099573713947530108741,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
8,64455.0,"(1035, 567)","[(104, 477), (197, 474), (287, 473), (371, 473), (452, 474), (527, 477), (599, 480), (665, 485), (727, 491), (785, 498), (838, 507), (886, 516), (930, 527), (969, 539), (1004, 552), (1035, 567)]",3,"[0, 0, 0, 0, 0, 31.39965165885122, 34.84219401912017, 73.25315408779835, 77.39296698883624, 80.67977293548378, 83.11256271840737, 85.0290148106015, 86.38387562935557, 87.29200513787447, 87.85737966744037, 88.03128509223856]",0.01562500000000000000,0.00065247778907802886571,0.00053865488993332259609,0.00030074324624397158313,0.01562500000000000000,0.00023497043451162500199,0.00014974854669175771873,0.000091998726200208379757,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000,0.0312500000000000000
9,94511.0,"(1035, 567)","[(104, 477), (96, 521), (99, 561), (111, 594), (134, 623), (166, 645), (208, 662), (260, 674), (323, 680), (395, 680), (476, 675), (568, 665), (670, 648), (782, 627), (903, 599), (1035, 567)]",3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68.016840686862, 78.34527289969694, 88.03128509223856]",0.3906250000000000000,0.047803719375809292737,0.046074308954378481434,0.024960721939868096886,0.3906250000000000000,1.0429220323843258830,1.0429220323843246464,-1.5568779559207107122,0.606250000000000000,0.606250000000000000,0.606250000000000000,0.606250000000000000
