,cost,target,path,target_index,vis3-angle,max-lo-fvis,max-la-fvis,max-lb-fvis,max-lm-fvis,ratio-lo-fvis,ratio-la-fvis,ratio-lb-fvis,ratio-lm-fvis,max-lo-fcombo,max-la-fcombo,max-lb-fcombo,max-lm-fcombo,ratio-lo-fcombo,ratio-la-fcombo,ratio-lb-fcombo,ratio-lm-fcombo,max-lo-fog,max-la-fog,max-lb-fog,max-lm-fog,ratio-lo-fog,ratio-la-fog,ratio-lb-fog,ratio-lm-fog
945,96399.0,"(1035, 307)","[(104, 477), (277, 437), (412, 405), (513, 380), (585, 361), (635, 348), (667, 338), (686, 332), (698, 329), (709, 327), (723, 327), (747, 326), (784, 325), (841, 321), (923, 316), (1035, 307)]",1,"[0, 0, 0, 37.019776218016396, 41.87014441999001, 88.01318196981397, 91.7145231586764, 93.81072408405231, 94.98805725959377, 95.9419108373421, 96.7886584181827, 98.30734183575603, 100.42943513865748, 103.6788827592026, 107.66294403666029, 112.41879336926792]",0.24057017516902243,0.24474254767319475,0.24344388809970233,0.24408766831885767,0.2472853881114678,0.2515742271303319,0.2502393171132023,0.2509010676449981,0.24057017516902243,0.23836572041800363,0.237192717028747,0.23766376964008068,0.2522248863007691,0.24991363409113732,0.24868380314356536,0.24917767646452813,0.23554779876371787,0.23554779876371787,0.23554779876371787,0.23554779876371787,0.25,0.25,0.25,0.25
946,64785.0,"(1035, 307)","[(104, 477), (174, 488), (237, 490), (295, 484), (348, 471), (398, 452), (447, 430), (495, 405), (545, 380), (597, 355), (652, 333), (713, 314), (781, 301), (856, 294), (940, 295), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 34.2592247225012, 38.66258373079329, 83.98663212283873, 91.35134835304919, 97.92475480086745, 103.3077826259939, 107.5505576749506, 110.61461824136558, 112.41879336926792]",0.23935274278106564,0.24954536739584113,0.24699037583110373,0.24831165693868895,0.24319519205152978,0.25355144396616447,0.25095543584419067,0.2522979281381151,0.23935274278106564,0.2381515137759529,0.23639435106329074,0.23700837825594598,0.25170994254554085,0.25044669700948474,0.24859881626114536,0.249244544183829,0.233255165551386,0.233255165551386,0.233255165551386,0.233255165551386,0.25,0.25,0.25,0.25
947,85399.0,"(1035, 307)","[(104, 477), (182, 554), (261, 609), (338, 644), (415, 660), (490, 660), (563, 647), (634, 623), (701, 590), (764, 550), (823, 506), (877, 460), (926, 415), (969, 373), (1005, 336), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 33.46282903765194, 73.96156850572547, 82.2930586515811, 90.10603624916308, 97.18101623805006, 103.35472357236077, 108.48895384693228, 112.41879336926792]",0.23744834708637907,0.24616010906180238,0.24505249601448198,0.24575360312635391,0.24368308724201113,0.25262359611283697,0.25148690019495645,0.2522064164501955,0.23744834708637907,0.23419626849761283,0.23406050979181162,0.23407858324029873,0.2526627615582297,0.2492023072441672,0.24905784984981513,0.24907708134778792,0.2323004837387082,0.2323004837387082,0.2323004837387082,0.2323004837387082,0.25,0.25,0.25,0.25
948,153267.0,"(1035, 307)","[(104, 477), (300, 401), (472, 342), (622, 296), (751, 264), (859, 242), (948, 230), (1018, 226), (1071, 229), (1107, 236), (1128, 248), (1134, 261), (1127, 275), (1107, 289), (1076, 299), (1035, 307)]",1,"[0, 0, 37.62243631283839, 94.56335857713032, 106.72509894176241, 113.99394908654403, 118.18669359537634, 59.39592009265581, 59.84362832657994, 59.878154404787885, 59.51314213716043, 58.95140671247817, 118.03581485389469, 116.19862367373923, 114.40223300817945, 112.41879336926792]",0.256772104272695,0.26287930402626,0.25904366254018885,0.2613953565879577,0.24687478848149652,0.25274658538734107,0.24905878922565594,0.2513198369055065,0.256772104272695,0.26004869788387974,0.2523606962624514,0.2567987955545524,0.2502700156922385,0.25346363805558303,0.24597031516567344,0.25029603108650506,0.24988939680257355,0.24988939680257355,0.24988939680257355,0.24988939680257355,0.25,0.25,0.25,0.25
949,86569.0,"(1035, 307)","[(104, 477), (186, 428), (274, 385), (367, 348), (461, 316), (555, 290), (647, 269), (734, 253), (816, 243), (889, 237), (951, 237), (1001, 241), (1036, 251), (1055, 265), (1055, 283), (1035, 307)]",1,"[0, 0, 0, 0, 39.11930470361392, 45.96055021925574, 100.309770495588, 107.42466268348136, 112.2949963697821, 115.60662872567272, 117.47402488149336, 58.37595029216399, 118.2232797410847, 117.26120347844575, 115.42966158626336, 112.41879336926792]",0.251032515470039,0.2621518260869461,0.2581228521344715,0.2601902555786922,0.24336707342093844,0.25414684861551085,0.25024090201784804,0.25224517594570267,0.251032515470039,0.2587070739848128,0.25099351061141295,0.2542809973600904,0.24731924030075142,0.25488027667870244,0.24728081240233604,0.25051967061821023,0.24226528909099188,0.24226528909099188,0.24226528909099188,0.24226528909099188,0.25,0.25,0.25,0.25
950,98729.0,"(1035, 307)","[(104, 477), (134, 523), (161, 560), (188, 589), (215, 609), (245, 621), (278, 624), (318, 620), (364, 607), (420, 587), (486, 558), (565, 523), (657, 479), (765, 429), (890, 371), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.759319514382238, 73.27198955502791, 86.89539094594114, 100.20342679677802, 112.41879336926792]",0.23407694903891274,0.2452223594121466,0.24365414408920807,0.24476367644675429,0.2418857143553279,0.25340293363292876,0.25178240292621273,0.25292894908553065,0.23407694903891274,0.21124049836509437,0.22335338862571655,0.21864981235866343,0.2638019857467077,0.23806557274280038,0.25171665849474634,0.24641578301574554,0.23041769072548965,0.23041769072548965,0.23041769072548965,0.23041769072548965,0.25,0.25,0.25,0.25
951,124311.0,"(1035, 307)","[(104, 477), (151, 533), (218, 582), (301, 625), (395, 659), (497, 684), (602, 701), (706, 707), (806, 702), (897, 686), (975, 657), (1037, 616), (1078, 561), (1094, 491), (1080, 407), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 32.493817814039126, 70.64598523137565, 77.51362331929698, 84.0390195518907, 90.4757662453924, 97.11923821418735, 104.16341893803965, 112.41879336926792]",0.23603150794150352,0.24322366903821369,0.24234384265608516,0.2429132756249425,0.24471591404409737,0.25217269933553405,0.2512605011329278,0.2518508854874407,0.23603150794150352,0.23207199056138555,0.232464723003578,0.23225486685744495,0.2530292301785557,0.24878456961053463,0.24920558453511296,0.24898061567579677,0.23178401994138417,0.23178401994138417,0.23178401994138417,0.23178401994138417,0.25,0.25,0.25,0.25
952,106073.0,"(1035, 307)","[(104, 477), (219, 531), (307, 574), (370, 606), (415, 628), (445, 640), (466, 643), (483, 636), (500, 621), (522, 597), (554, 566), (601, 527), (668, 481), (759, 429), (880, 371), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32.30201890337128, 73.94914668861763, 86.50966214198027, 99.74174841395944, 112.41879336926792]",0.2349069423397995,0.24519046839893152,0.24357912739531498,0.244670716304776,0.242585437468848,0.25320510516759265,0.25154109363017124,0.25266836373338813,0.2349069423397995,0.21158293969331154,0.2238186762286085,0.21913794167690537,0.26410463401228623,0.23788158108206794,0.2516381550144419,0.2463756298912039,0.2315831383015571,0.2315831383015571,0.2315831383015571,0.2315831383015571,0.25,0.25,0.25,0.25
953,72125.0,"(1035, 307)","[(104, 477), (170, 406), (239, 356), (310, 325), (382, 309), (455, 305), (528, 311), (599, 324), (669, 340), (736, 357), (799, 372), (858, 381), (912, 382), (960, 372), (1001, 348), (1035, 307)]",1,"[0, 0, 0, 0, 0, 39.713511762550155, 43.04990195498857, 88.64339584369509, 91.58015239885194, 93.70962796728853, 95.52976367777828, 97.57364310619562, 100.00775395701444, 103.09874114793928, 107.1211854109292, 112.41879336926792]",0.2393517290511834,0.24523995892853642,0.24359836674093074,0.24442023821874598,0.24609212013150827,0.2521461686235901,0.25045834751011564,0.25130336373478607,0.2393517290511834,0.23769242410194752,0.23652636245495243,0.23696326428926923,0.25180770437956534,0.25006204842884777,0.2488353043912808,0.24929494280030606,0.23426217431592394,0.23426217431592394,0.23426217431592394,0.23426217431592394,0.25,0.25,0.25,0.25
954,180323.0,"(1035, 307)","[(104, 477), (304, 560), (452, 632), (555, 692), (621, 739), (658, 774), (671, 795), (671, 802), (662, 794), (655, 772), (654, 735), (670, 682), (708, 614), (776, 528), (883, 426), (1035, 307)]",1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32.61576784324991, 76.99772927068742, 93.9518220684804, 112.41879336926792]",0.23485260207234335,0.24680722839132802,0.24454608919139545,0.2460705399188617,0.24154920111432152,0.2538447022562739,0.2515190888181748,0.25308700781122984,0.23485260207234335,1.2354394707720175,0.2057572356443707,0.1571476001302613,0.12811095249405885,0.6739262241625283,0.11223957157956062,0.08572325176385209,0.23197839537867346,0.23197839537867346,0.23197839537867346,0.23197839537867346,0.25,0.25,0.25,0.25
